date,open,high,low,close,volume,a_value,b_value,a_volume,b_volume,all_volume
2017-05-15,7.36,7.44,7.29,7.36,5464570,14794171651.2,--,2010077670,0,2809078279
2017-05-16,7.36,7.39,7.22,7.38,5800495,14834373204.6,--,2010077670,0,2809078279
2017-05-17,7.37,7.46,7.31,7.4,6381556,14874574758.0,--,2010077670,0,2809078279
2017-05-18,7.42,7.42,7.32,7.36,5428455,14794171651.2,--,2010077670,0,2809078279
2017-05-19,7.37,7.38,7.26,7.36,5162999,14794171651.2,--,2010077670,0,2809078279
2017-05-22,7.32,7.34,7.24,7.25,3367600,14573063107.5,--,2010077670,0,2809078279
2017-05-23,7.25,7.29,7.04,7.08,6904669,14231349903.6,--,2010077670,0,2809078279
2017-05-24,7.04,7.04,6.85,6.98,5804366,14030342136.6,--,2010077670,0,2809078279
2017-05-25,6.95,7.24,6.91,7.18,12086058,14432357670.6,--,2010077670,0,2809078279
2017-05-26,7.15,7.24,7.08,7.15,7623589,14372055340.5,--,2010077670,0,2809078279
2017-05-31,7.21,7.27,7.07,7.09,9702142,14251450680.3,--,2010077670,0,2809078279
2017-06-01,7.09,7.1,6.93,7.01,6247462,14090644466.7,--,2010077670,0,2809078279
2017-06-02,7.02,7.12,6.92,7.11,4990163,14291652233.7,--,2010077670,0,2809078279
2017-06-05,7.08,7.15,7.06,7.12,4751960,14311753010.4,--,2010077670,0,2809078279
2017-06-06,7.12,7.15,7.09,7.14,3815206,14351954563.8,--,2010077670,0,2809078279
2017-06-07,7.14,7.29,7.12,7.26,8161184,14593163884.2,--,2010077670,0,2809078279
2017-06-08,7.28,7.29,7.21,7.25,5219035,14573063107.5,--,2010077670,0,2809078279
2017-06-09,7.27,7.31,7.22,7.3,8405393,14673566991.0,--,2010077670,0,2809078279
2017-06-12,7.29,7.35,7.23,7.26,4680335,14593163884.2,--,2010077670,0,2809078279
2017-06-13,7.23,7.31,7.22,7.3,4603179,14673566991.0,--,2010077670,0,2809078279
2017-06-14,7.33,7.38,7.3,7.34,4364141,14753970097.8,--,2010077670,0,2809078279
2017-06-15,7.36,7.37,7.31,7.35,3231081,14774070874.5,--,2010077670,0,2809078279
2017-06-16,7.35,7.47,7.32,7.35,4764094,14774070874.5,--,2010077670,0,2809078279
2017-06-19,7.35,7.44,7.35,7.41,5084628,14894675534.7,--,2010077670,0,2809078279
2017-06-20,7.45,7.47,7.36,7.39,4101019,14854473981.3,--,2010077670,0,2809078279
2017-06-21,7.41,7.44,7.34,7.37,4194541,14814272427.9,--,2010077670,0,2809078279
2017-06-22,7.37,7.38,7.24,7.24,3908003,14552962330.8,--,2010077670,0,2809078279
2017-06-23,7.23,7.28,7.09,7.19,5442818,14452458447.3,--,2010077670,0,2809078279
2017-06-26,7.18,7.46,7.16,7.39,9264470,14854473981.3,--,2010077670,0,2809078279
2017-06-27,7.42,7.42,7.31,7.33,6151328,14733869321.1,--,2010077670,0,2809078279
2017-06-28,7.33,7.35,7.24,7.27,3864428,14613264660.9,--,2010077670,0,2809078279
2017-06-29,7.26,7.29,7.24,7.25,3860970,14573063107.5,--,2010077670,0,2809078279
2017-06-30,7.24,7.29,7.17,7.28,4267960,14552480961.2,--,1998967165,0,2809078279
2017-07-03,7.27,7.29,7.22,7.28,3412848,14552480961.2,--,1998967165,0,2809078279
2017-07-04,7.28,7.37,7.22,7.36,6384022,14712398334.4,--,1998967165,0,2809078279
2017-07-05,7.35,7.38,7.29,7.34,5045283,14672418991.1,--,1998967165,0,2809078279
2017-07-06,7.35,7.44,7.31,7.43,9192932,14888445405.79,--,2003828453,0,2809078279
2017-07-07,7.43,7.49,7.36,7.44,5464860,14908483690.32,--,2003828453,0,2808226279
2017-07-10,7.44,7.51,7.44,7.49,7715466,15008675112.97,--,2003828453,0,2808226279
2017-07-11,7.48,7.5,7.43,7.47,4845718,14968598543.91,--,2003828453,0,2808226279
2017-07-12,7.46,7.48,7.32,7.35,4134085,14728139129.55,--,2003828453,0,2808226279
2017-07-13,7.35,7.41,7.3,7.36,3349879,14748177414.08,--,2003828453,0,2808226279
2017-07-14,7.36,7.4,7.31,7.33,2862200,14688062560.49,--,2003828453,0,2808226279
2017-07-17,7.33,7.33,7.0,7.21,7189883,14447603146.13,--,2003828453,0,2808226279
2017-07-18,7.2,7.25,7.08,7.25,3710437,14527756284.25,--,2003828453,0,2808226279
2017-07-19,7.35,7.5,7.29,7.46,8568428,14948560259.38,--,2003828453,0,2808226279
2017-07-20,7.44,7.56,7.39,7.55,9845823,15128904820.15,--,2003828453,0,2808226279
2017-07-21,7.55,7.77,7.5,7.69,12546462,15409440803.57,--,2003828453,0,2808226279
2017-07-24,7.69,7.77,7.58,7.7,7690976,15429479088.1,--,2003828453,0,2808226279
2017-07-25,7.68,7.7,7.53,7.53,5770348,15088828251.09,--,2003828453,0,2808226279
2017-07-26,7.55,7.65,7.53,7.59,4700800,15209057958.27,--,2003828453,0,2808226279
2017-07-27,7.59,7.59,7.5,7.56,4892481,15148943104.68,--,2003828453,0,2808226279
2017-07-28,7.56,7.58,7.5,7.52,3829977,15068789966.56,--,2003828453,0,2808226279
2017-07-31,7.52,7.55,7.46,7.54,5040361,15108866535.62,--,2003828453,0,2808226279
2017-08-01,7.54,7.6,7.44,7.59,7174782,15209057958.27,--,2003828453,0,2808226279
2017-08-02,7.56,7.66,7.5,7.52,6225686,15068789966.56,--,2003828453,0,2808226279
2017-08-03,7.51,7.58,7.46,7.5,5545883,15028713397.5,--,2003828453,0,2808226279
2017-08-04,7.5,7.54,7.43,7.5,6113329,15028713397.5,--,2003828453,0,2808226279
2017-08-07,7.5,7.53,7.46,7.51,3135000,15048751682.03,--,2003828453,0,2808226279
2017-08-08,7.51,7.73,7.47,7.72,13357502,15469555657.16,--,2003828453,0,2808226279
2017-08-09,7.69,7.74,7.64,7.7,6653136,15429479088.1,--,2003828453,0,2808226279
2017-08-10,7.7,7.72,7.54,7.64,6093869,15309249380.92,--,2003828453,0,2808226279
2017-08-11,7.6,7.82,7.55,7.75,12703872,15529670510.75,--,2003828453,0,2808226279
2017-08-14,7.71,8.34,7.71,8.15,19298376,16331201891.95,--,2003828453,0,2808226279
2017-08-15,8.0,8.18,7.95,7.96,14096960,15950474485.88,--,2003828453,0,2808226279
2017-08-16,7.98,8.12,7.95,8.09,15876598,16210972184.77,--,2003828453,0,2808226279
2017-08-17,8.07,8.08,7.96,8.03,10297292,16090742477.59,--,2003828453,0,2808226279
2017-08-18,8.02,8.05,7.91,8.0,9212209,16030627624.0,--,2003828453,0,2808226279
2017-08-21,8.06,8.25,8.06,8.19,12043719,16411355030.07,--,2003828453,0,2808226279
2017-08-22,8.23,8.28,8.08,8.11,8647234,16251048753.83,--,2003828453,0,2808226279
2017-08-23,8.05,8.1,8.01,8.05,4351350,16130819046.65,--,2003828453,0,2808226279
2017-08-24,8.05,8.26,8.04,8.1,8359328,16231010469.3,--,2003828453,0,2808226279
2017-08-25,8.13,8.16,8.03,8.11,6133653,16251048753.83,--,2003828453,0,2808226279
2017-08-28,8.15,8.17,8.08,8.15,7739655,16331201891.95,--,2003828453,0,2808226279
2017-08-29,8.15,8.15,7.96,7.99,10035992,16010589339.47,--,2003828453,0,2808226279
2017-08-30,7.98,8.04,7.96,8.02,7648051,16070704193.06,--,2003828453,0,2808226279
2017-08-31,8.04,8.06,7.94,8.06,13797579,16150857331.18,--,2003828453,0,2808226279
2017-09-01,8.02,8.04,7.95,7.98,8330217,15990551054.94,--,2003828453,0,2808226279
2017-09-04,7.94,8.07,7.93,8.05,7128892,16130819046.65,--,2003828453,0,2808226279
2017-09-05,8.05,8.27,8.04,8.26,17609029,16551623021.78,--,2003828453,0,2808226279
2017-09-06,8.25,8.26,8.13,8.16,11152286,16351240176.48,--,2003828453,0,2808226279
2017-09-07,8.15,8.24,8.15,8.23,6651891,16491508168.19,--,2003828453,0,2808226279
2017-09-08,8.23,8.49,8.18,8.36,14312180,16752005867.08,--,2003828453,0,2808226279
2017-09-11,8.4,8.48,8.31,8.43,9313015,16892273858.79,--,2003828453,0,2808226279
2017-09-12,8.42,8.5,8.32,8.39,7037566,16812120720.67,--,2003828453,0,2808226279
2017-09-13,8.39,8.41,8.26,8.32,6634489,16671852728.96,--,2003828453,0,2808226279
2017-09-14,8.32,8.48,8.29,8.46,10334816,16952388712.38,--,2003828453,0,2808226279
2017-09-15,8.46,8.96,8.4,8.95,28372265,17934264654.35,--,2003828453,0,2808226279
2017-09-18,8.95,8.95,8.95,8.95,--,17934264654.35,--,2003828453,0,2808226279
2017-09-19,9.25,9.32,8.87,9.26,42098605,18555451474.78,--,2003828453,0,2808226279
2017-09-20,9.26,9.35,9.05,9.2,20640244,18435221767.6,--,2003828453,0,2808226279
2017-09-21,9.12,9.2,8.96,9.14,10430888,18314992060.42,--,2003828453,0,2808226279
2017-09-22,9.09,9.12,8.87,9.1,11843103,18097205772.1,--,1988703931,0,2808226279
2017-09-25,9.09,9.13,8.81,8.92,5739870,17739239064.52,--,1988703931,0,2819005279
2017-09-26,8.89,8.94,8.65,8.74,7835449,17381272356.94,--,1988703931,0,2819005279
2017-09-27,8.82,8.82,8.58,8.62,8320835,17142627885.22,--,1988703931,0,2819005279
2017-09-28,8.69,8.75,8.61,8.62,8149020,17142627885.22,--,1988703931,0,2819005279
2017-09-29,8.61,9.05,8.61,9.03,13559389,17957996496.93,--,1988703931,0,2819005279
2017-10-09,9.02,9.15,9.0,9.11,8763142,18117092811.41,--,1988703931,0,2819005279
2017-10-10,9.15,9.2,9.05,9.17,9209742,18236415047.27,--,1988703931,0,2819005279
2017-10-11,9.19,9.19,8.99,9.05,7804675,17997770575.55,--,1988703931,0,2819005279
2017-10-12,9.04,9.16,8.81,9.12,8746241,18136979850.72,--,1988703931,0,2819005279
2017-10-13,9.03,9.11,8.95,9.0,5693538,17898335379.0,--,1988703931,0,2819005279
2017-10-16,8.99,9.25,8.99,9.2,14432160,18296076165.2,--,1988703931,0,2819005279
2017-10-17,9.23,9.28,9.1,9.19,6460784,18276189125.89,--,1988703931,0,2819005279
2017-10-18,9.22,9.26,9.15,9.22,6831939,18335850243.82,--,1988703931,0,2819005279
2017-10-19,9.21,9.21,9.0,9.05,7936000,17997770575.55,--,1988703931,0,2819005279
2017-10-20,9.04,9.04,8.77,8.94,6907136,17779013143.14,--,1988703931,0,2819005279
2017-10-23,8.94,8.97,8.81,8.87,3633951,17639803867.97,--,1988703931,0,2819005279
2017-10-24,8.87,8.94,8.81,8.88,3721828,17659690907.28,--,1988703931,0,2818329809
2017-10-25,8.88,8.94,8.85,8.92,3763000,17739239064.52,--,1988703931,0,2818329809
2017-10-26,8.94,9.73,8.92,9.46,28832180,18813139187.26,--,1988703931,0,2818329809
2017-10-27,9.35,9.35,9.09,9.23,19495317,18355737283.13,--,1988703931,0,2818329809
2017-10-30,9.22,9.36,9.0,9.29,20020724,18475059518.99,--,1988703931,0,2818329809
2017-10-31,9.3,9.34,9.09,9.18,10520237,18256302086.58,--,1988703931,0,2818329809
2017-11-01,9.15,9.22,9.09,9.16,8114400,18216528007.96,--,1988703931,0,2818329809
2017-11-02,9.17,9.22,9.1,9.17,9880120,18236415047.27,--,1988703931,0,2818329809
2017-11-03,9.17,9.27,8.8,9.24,21139107,18375624322.44,--,1988703931,0,2818329809
2017-11-06,9.2,9.26,9.09,9.19,8624826,18276189125.89,--,1988703931,0,2818329809
2017-11-07,9.2,9.24,9.1,9.11,5606000,18117092811.41,--,1988703931,0,2818329809
2017-11-08,9.11,9.15,8.91,8.96,8659392,17818787221.76,--,1988703931,0,2818329809
2017-11-09,8.96,8.96,8.85,8.91,5210858,17719352025.21,--,1988703931,0,2818329809
2017-11-10,8.91,9.02,8.85,9.01,5669875,17918222418.31,--,1988703931,0,2818329809
2017-11-13,8.97,9.01,8.89,8.91,4818132,17719352025.21,--,1988703931,0,2818329809
2017-11-14,8.95,9.0,8.8,8.93,6999793,17759126103.83,--,1988703931,0,2818329809
2017-11-15,8.9,9.08,8.71,9.07,8546731,18037544654.17,--,1988703931,0,2818329809
2017-11-16,9.01,9.01,8.9,8.97,5125000,17838674261.07,--,1988703931,0,2818329809
2017-11-17,8.95,8.95,8.78,8.84,5877689,17580142750.04,--,1988703931,0,2818329809
2017-11-20,8.78,8.9,8.5,8.9,3956561,17699464985.9,--,1988703931,0,2818329809
2017-11-21,8.88,8.98,8.81,8.85,4680400,17600029789.35,--,1988703931,0,2818329809
2017-11-22,8.91,8.93,8.83,8.88,3793188,17659690907.28,--,1988703931,0,2818329809
2017-11-23,8.88,9.09,8.76,8.84,7089900,17580142750.04,--,1988703931,0,2818329809
2017-11-24,8.79,8.94,8.37,8.57,9862601,17043192688.67,--,1988703931,0,2818329809
2017-11-27,8.43,8.55,8.18,8.28,7338803,16466468548.68,--,1988703931,0,2818329809
2017-11-28,8.23,8.39,8.18,8.34,3877411,16585790784.54,--,1988703931,0,2818329809
2017-11-29,8.3,8.35,8.18,8.35,4093325,16605677823.85,--,1988703931,0,2818329809
2017-11-30,8.37,8.56,8.37,8.48,9089626,16864209334.88,--,1988703931,0,2818329809
2017-12-01,8.48,8.74,8.41,8.59,5689054,17082966767.29,--,1988703931,0,2818329809
2017-12-04,8.59,8.66,8.46,8.53,4328685,16963644531.43,--,1988703931,0,2818329809
2017-12-05,8.53,8.68,8.4,8.54,6643470,16983531570.74,--,1988703931,0,2818329809
2017-12-06,8.54,8.62,8.42,8.5,5657770,16903983413.5,--,1988703931,0,2818329809
2017-12-07,8.43,8.5,8.2,8.3,4630851,16506242627.3,--,1988703931,0,2818329809
2017-12-08,8.3,8.46,8.22,8.45,6667300,16804548216.95,--,1988703931,0,2818329809
2017-12-11,8.76,8.88,8.45,8.6,12698100,17102853806.6,--,1988703931,0,2818329809
2017-12-12,8.6,8.6,8.35,8.38,5499900,16665338941.78,--,1988703931,0,2818329809
2017-12-13,8.38,8.47,8.28,8.3,7121327,16506242627.3,--,1988703931,0,2818329809
2017-12-14,8.33,8.42,8.25,8.31,3899314,16526129666.61,--,1988703931,0,2818329809
2017-12-15,8.25,8.36,8.23,8.34,3331769,16585790784.54,--,1988703931,0,2818329809
2017-12-18,8.38,8.47,8.35,8.42,4195704,16744887099.02,--,1988703931,0,2818329809
2017-12-19,8.39,8.53,8.34,8.51,6547254,16923870452.81,--,1988703931,0,2818329809
2017-12-20,8.48,8.61,8.4,8.52,8573113,16943757492.12,--,1988703931,0,2818329809
2017-12-21,8.45,8.54,8.39,8.47,4279515,16844322295.57,--,1988703931,0,2818329809
2017-12-22,8.47,8.59,8.46,8.51,4608134,16923870452.81,--,1988703931,0,2818329809
2017-12-25,8.51,8.56,8.4,8.52,6291150,16943757492.12,--,1988703931,0,2818329809
2017-12-26,8.52,8.78,8.35,8.75,11081030,17423614416.25,--,1991270219,0,2818329809
2017-12-27,8.7,8.79,8.59,8.72,11019800,17363876309.68,--,1991270219,0,2818329809
2017-12-28,8.54,8.75,8.5,8.66,9102790,17415630916.46,--,2011042831,0,2818329809
2017-12-29,8.74,8.86,8.59,8.75,12229888,17596624771.25,--,2011042831,0,2818329809
2018-01-02,8.75,8.82,8.7,8.77,8289999,17620796527.87,--,2009212831,0,2818329809
2018-01-03,8.77,8.82,8.68,8.75,7000622,17580612271.25,--,2009212831,0,2818329809
2018-01-04,8.72,8.76,8.58,8.68,7626333,17439967373.08,--,2009212831,0,2818329809
2018-01-05,8.68,8.7,8.5,8.55,8327573,17178769705.05,--,2009212831,0,2818329809
2018-01-08,8.54,8.56,8.4,8.47,4981915,17018032678.57,--,2009212831,0,2818329809
2018-01-09,8.47,8.52,8.39,8.49,6879805,17058216935.19,--,2009212831,0,2818329809
2018-01-10,8.49,8.54,8.34,8.49,10972245,17058216935.19,--,2009212831,0,2818329809
2018-01-11,8.41,8.58,8.35,8.56,8537190,17198861833.36,--,2009212831,0,2818329809
2018-01-12,8.58,8.72,8.56,8.67,9200212,17419875244.77,--,2009212831,0,2818329809
2018-01-15,8.71,8.73,8.02,8.45,7889857,16977848421.95,--,2009212831,0,2818329809
2018-01-16,8.39,8.53,8.32,8.48,7720467,17038124806.88,--,2009212831,0,2818329809
2018-01-17,8.49,8.49,8.33,8.43,6241600,16937664165.33,--,2009212831,0,2818329809
2018-01-18,8.38,8.41,8.32,8.37,4241151,16817111395.47,--,2009212831,0,2818329809
2018-01-19,8.37,8.39,8.07,8.24,9448293,16555913727.44,--,2009212831,0,2818329809
2018-01-22,8.2,8.24,8.08,8.21,5304512,16495637342.51,--,2009212831,0,2818329809
2018-01-23,8.21,8.32,8.13,8.32,7988854,16716650753.92,--,2009212831,0,2818329809
2018-01-24,8.32,8.35,8.22,8.32,5852814,16716650753.92,--,2009212831,0,2818329809
2018-01-25,8.32,8.34,8.21,8.26,5703427,16596097984.06,--,2009212831,0,2818329809
2018-01-26,8.25,8.35,8.17,8.31,9189331,16696558625.61,--,2009212831,0,2818329809
2018-01-29,8.29,8.38,8.19,8.27,5930904,16616190112.37,--,2009212831,0,2818329809
2018-01-30,8.25,8.29,8.21,8.26,3794362,16596097984.06,--,2009212831,0,2818329809
2018-01-31,8.24,8.3,8.18,8.28,5850046,16636282240.68,--,2009212831,0,2818329809
2018-02-01,8.27,8.27,8.08,8.18,5286200,16435360957.58,--,2009212831,0,2818329809
2018-02-02,8.18,8.18,7.36,8.01,15696691,16093794776.31,--,2009212831,0,2818329809
2018-02-05,7.75,7.87,7.4,7.84,5947795,15752228595.04,--,2009212831,0,2818329809
2018-02-06,7.61,7.69,7.48,7.61,7236259,15290109643.91,--,2009212831,0,2818329809
2018-02-07,7.6,7.8,7.53,7.63,5953441,15330293900.53,--,2009212831,0,2818329809
2018-02-08,7.64,7.76,7.61,7.66,3770166,15390570285.46,--,2009212831,0,2818329809
2018-02-09,7.63,7.76,7.48,7.56,7928953,15189649002.36,--,2009212831,0,2818329809
2018-02-12,7.56,7.66,7.56,7.63,3709643,15330293900.53,--,2009212831,0,2818329809
2018-02-13,7.72,7.72,7.62,7.7,2244830,15470938798.7,--,2009212831,0,2818329809
